sample,contig,mge(s),species,type_resistance,AMR,infos_amr,short_name,WHO_classif
ERR14783549,NODE_990_length_18637_cov_6.369584,gene:proph:176835;gene:plasmid:123887,Hafnia alvei,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783549,NODE_990_length_18637_cov_6.369584,gene:proph:176835;gene:plasmid:123887,Hafnia alvei,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783549,NODE_41_length_108879_cov_26.187518,gene:proph:184193,Pseudomonas lundensis,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXK,CIA
ERR14783549,NODE_60_length_95519_cov_24.503292,gene:proph:184236;gene:proph:175955;gene:plasmid:21021;gene:plasmid:154774;gene:proph:175950;gene:proph:175953;gene:proph:175954,Pseudomonas lundensis,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOP,HPCIA
ERR14783549,NODE_60_length_95519_cov_24.503292,gene:proph:184236;gene:proph:175955;gene:plasmid:21021;gene:plasmid:154774;gene:proph:175950;gene:proph:175953;gene:proph:175954,Pseudomonas lundensis,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0
ERR14783550,NODE_74_length_60734_cov_5.504199,gene:plasmid:123887,Lelliottia amnigena,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783550,NODE_74_length_60734_cov_5.504199,gene:plasmid:123887,Pseudomonas helleri,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783550,NODE_2749_length_5342_cov_154.802493,gene:plasmid:139560,Janthinobacterium tructae,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783550,NODE_2749_length_5342_cov_154.802493,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783550,NODE_1098_length_11675_cov_3.867596,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR14783550,NODE_1098_length_11675_cov_3.867596,gene:plasmid:139560;gene:plasmid:131185,Acetobacter pasteurianus,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783550,NODE_24_length_90119_cov_3.955185,gene:proph:169464,Pseudomonas fragi,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA
ERR14783550,NODE_3_length_144597_cov_4.170243,gene:proph:184236;gene:proph:175955;gene:proph:175950;gene:proph:175953;gene:proph:175954;gene:proph:184195;gene:proph:184194,Pseudomonas bubulae,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0
ERR14783550,NODE_3_length_144597_cov_4.170243,gene:proph:184236;gene:proph:175955;gene:proph:175950;gene:proph:175953;gene:proph:175954;gene:proph:184195;gene:proph:184194,Pseudomonas bubulae,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0
ERR14783550,NODE_3_length_144597_cov_4.170243,gene:proph:184236;gene:proph:175955;gene:proph:175950;gene:proph:175953;gene:proph:175954;gene:proph:184195;gene:proph:184194,Pseudomonas bubulae,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0
ERR14783551,NODE_6_length_167030_cov_3.623560,gene:plasmid:112536,Pseudomonas juntendi,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXE,HPCIA
ERR14783551,NODE_6_length_167030_cov_3.623560,gene:plasmid:112536,Pseudomonas juntendi,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXF,HPCIA
ERR14783551,NODE_177_length_17152_cov_5.752012,gene:plasmid:123887,Pseudomonas helleri,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783551,NODE_177_length_17152_cov_5.752012,gene:plasmid:123887,Pseudomonas putida,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783551,NODE_10_length_118956_cov_3.864621,gene:plasmid:134485,Pseudomonas lundensis,Drugs,Cationic_antimicrobial_peptides,Polymyxin_B_resistance_regulator,ARNA,HPCIA
ERR14783551,NODE_738_length_4835_cov_8.945200,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783551,NODE_738_length_4835_cov_8.945200,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783551,NODE_4_length_210640_cov_5.543677,gene:plasmid:155093;gene:plasmid:125744,Pseudomonas lundensis,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important
ERR14783551,NODE_4_length_210640_cov_5.543677,gene:plasmid:155093;gene:plasmid:125744,Pseudomonas lundensis,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA
ERR14783551,NODE_4_length_210640_cov_5.543677,gene:plasmid:155093;gene:plasmid:125744,Pseudomonas lundensis,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0
ERR14783551,NODE_37_length_62268_cov_4.579875,gene:plasmid:21021,Pseudomonas sp. SD17-1,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,TTGA,NA
ERR14783551,NODE_37_length_62268_cov_4.579875,gene:plasmid:21021,Pseudomonas lundensis,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOP,HPCIA
ERR14783551,NODE_8_length_139071_cov_3.906149,gene:plasmid:27818,Enterobacter hormaechei,Drugs,betalactams,Penicillin_binding_protein,PBP2,HPCIA
ERR14783551,NODE_8_length_139071_cov_3.906149,gene:plasmid:27818,Pseudomonas lundensis,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,MUXB,CIA
ERR14783551,NODE_18_length_87882_cov_4.673705,gene:proph:175950;gene:proph:175953;gene:proph:175954;gene:proph:184195;gene:proph:184194;gene:plasmid:112456;gene:proph:184236;gene:proph:175955,Pseudomonas lundensis,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0
ERR14783551,NODE_18_length_87882_cov_4.673705,gene:proph:175950;gene:proph:175953;gene:proph:175954;gene:proph:184195;gene:proph:184194;gene:plasmid:112456;gene:proph:184236;gene:proph:175955,Pseudomonas lundensis,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0
ERR14783553,NODE_636_length_5342_cov_39.272675,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783553,NODE_636_length_5342_cov_39.272675,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783553,NODE_616_length_5592_cov_32.511985,gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR14783553,NODE_616_length_5592_cov_32.511985,gene:plasmid:139560;gene:plasmid:131376,other,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783783,NODE_6_length_306022_cov_12.560251,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXA,Authorized for use in humans only ?
ERR14783783,NODE_6_length_306022_cov_12.560251,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXB,Authorized for use in humans only ?
ERR14783783,NODE_6_length_306022_cov_12.560251,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,KMRA,0
ERR14783783,NODE_153_length_15663_cov_2.411367,gene:plasmid:123887,Pseudomonas helleri,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783783,NODE_36_length_75503_cov_2.613975,gene:plasmid:129691;gene:plasmid:86304,Pseudomonas putida,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0
ERR14783783,NODE_2_length_448793_cov_15.016462,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,MDTB,Not medically important
ERR14783783,NODE_2_length_448793_cov_15.016462,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA
ERR14783783,NODE_2_length_448793_cov_15.016462,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA
ERR14783783,NODE_2_length_448793_cov_15.016462,gene:plasmid:134726;gene:plasmid:134726,Pantoea agglomerans,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA
ERR14783783,NODE_2_length_448793_cov_15.016462,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ACRD,CIA
ERR14783783,NODE_2_length_448793_cov_15.016462,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Drugs,betalactams,Mutant_porin_proteins,OMPK36,Authorized for use in humans only ?
ERR14783783,NODE_463_length_5405_cov_13.180371,gene:plasmid:139560,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783783,NODE_463_length_5405_cov_13.180371,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783783,NODE_8_length_270784_cov_18.704486,gene:plasmid:151260,Klebsiella grimontii,Drugs,Lipopeptides,Colistin_phosphoethanolamine_transferase,EPTB,NA
ERR14783783,NODE_8_length_270784_cov_18.704486,gene:plasmid:151260,Klebsiella grimontii,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783783,NODE_8_length_270784_cov_18.704486,gene:plasmid:151260,Klebsiella grimontii,Drugs,Lipopeptides,Colistin_phosphoethanolamine_transferase,ARNT,HPCIA
ERR14783783,NODE_8_length_270784_cov_18.704486,gene:plasmid:151260,Klebsiella grimontii,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,RPSL,CIA
ERR14783783,NODE_8_length_270784_cov_18.704486,gene:plasmid:151260,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CRP,Authorized for use in humans only 
ERR14783783,NODE_5_length_306706_cov_13.613506,gene:plasmid:156052;gene:proph:169464;gene:proph:169512;gene:plasmid:125744;gene:proph:172517,Klebsiella grimontii,Biocides,Phenolic_compound_resistance,Triclosan-resistant_mutation,FABG,0
ERR14783783,NODE_5_length_306706_cov_13.613506,gene:plasmid:156052;gene:proph:169464;gene:proph:169512;gene:plasmid:125744;gene:proph:172517,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_ABC_efflux_regulator,PHOB,0
ERR14783783,NODE_5_length_306706_cov_13.613506,gene:plasmid:156052;gene:proph:169464;gene:proph:169512;gene:plasmid:125744;gene:proph:172517,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_SMR_efflux_regulator,PHOR,0
ERR14783783,NODE_47_length_49414_cov_2.137967,gene:plasmid:21089,Pseudomonas putida,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0
ERR14783783,NODE_4_length_324819_cov_15.045058,gene:plasmid:24610,Klebsiella grimontii,Drugs,betalactams,Class_A_betalactamases,OXY,Authorized for use in humans only ?
ERR14783783,NODE_134_length_18700_cov_1.777365,gene:plasmid:28512;gene:proph:175950,Pseudomonas putida,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOP,HPCIA
ERR14783783,NODE_134_length_18700_cov_1.777365,gene:plasmid:28512;gene:proph:175950,Pseudomonas putida,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOQ,HPCIA
ERR14783783,NODE_129_length_19817_cov_2.464093,gene:plasmid:28516,Pseudomonas fragi,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important
ERR14783783,NODE_129_length_19817_cov_2.464093,gene:plasmid:28516,Pseudomonas putida,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA
ERR14783783,NODE_129_length_19817_cov_2.464093,gene:plasmid:28516,Pseudomonas putida,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA
ERR14783783,NODE_68_length_32565_cov_2.092237,gene:plasmid:82630,Pseudomonas putida,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,MEXW,HPCIA
ERR14783783,NODE_50_length_42283_cov_20.187470,gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435;gene:plasmid:155952;gene:plasmid:156088;gene:plasmid:117725;gene:plasmid:88445;gene:plasmid:88447;gene:plasmid:88448;gene:plasmid:88449;gene:plasmid:155994;gene:plasmid:88409,Citrobacter freundii,Drugs,betalactams,Class_A_betalactamases,CTX,Authorized for use in humans only 
ERR14783783,NODE_9_length_263326_cov_14.320438,gene:proph:163818;gene:proph:179258;gene:plasmid:124311;gene:proph:179262;gene:proph:179263,Klebsiella grimontii,Drugs,Multi-drug_resistance,MDR_mutant_porin_proteins,OMPK,NA
ERR14783783,NODE_9_length_263326_cov_14.320438,gene:proph:163818;gene:proph:179258;gene:plasmid:124311;gene:proph:179262;gene:proph:179263,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,KDEA,0
ERR14783783,NODE_1_length_801456_cov_14.431333,gene:proph:164876;gene:proph:164876;gene:plasmid:89001;gene:plasmid:21988;gene:plasmid:21989;gene:vir:7358;gene:vir:7358;gene:plasmid:22293,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MATE_efflux_pumps,MDTK,HPCIA
ERR14783783,NODE_1_length_801456_cov_14.431333,gene:proph:164876;gene:proph:164876;gene:plasmid:89001;gene:plasmid:21988;gene:plasmid:21989;gene:vir:7358;gene:vir:7358;gene:plasmid:22293,Klebsiella grimontii,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0
ERR14783783,NODE_11_length_224168_cov_15.982584,gene:proph:170892,Klebsiella grimontii,Drugs,betalactams,Penicillin_binding_protein,AMPH,HIA
ERR14783783,NODE_11_length_224168_cov_15.982584,gene:proph:170892,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRA,Authorized for use in humans only ?
ERR14783783,NODE_11_length_224168_cov_15.982584,gene:proph:170892,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,SDEY,0
ERR14783783,NODE_11_length_224168_cov_15.982584,gene:proph:170892,Klebsiella grimontii,Biocides,Multi-biocide_resistance,Multi-biocide_ABC_efflux_pump,SMDA,0
ERR14783783,NODE_53_length_39538_cov_18.983862,gene:proph:176833;gene:proph:176835;gene:plasmid:123887,Klebsiella grimontii,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783783,NODE_53_length_39538_cov_18.983862,gene:proph:176833;gene:proph:176835;gene:plasmid:123887,Klebsiella grimontii,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783784,NODE_409_length_5453_cov_19.422831,gene:plasmid:117290,Leuconostoc falkenbergense,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783784,NODE_409_length_5453_cov_19.422831,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783784,NODE_7_length_306022_cov_11.361980,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXA,Authorized for use in humans only ?
ERR14783784,NODE_7_length_306022_cov_11.361980,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXB,Authorized for use in humans only ?
ERR14783784,NODE_7_length_306022_cov_11.361980,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,KMRA,0
ERR14783784,NODE_79_length_34472_cov_16.803669,gene:plasmid:123887,Pseudomonas saxonica,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783784,NODE_36_length_74198_cov_2.089603,gene:plasmid:123887;gene:plasmid:138489,Pseudomonas sp. DTU12.1,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783784,NODE_36_length_74198_cov_2.089603,gene:plasmid:123887;gene:plasmid:138489,Pseudomonas sp. DTU12.1,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783784,NODE_3_length_448793_cov_13.913778,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,MDTB,Not medically important
ERR14783784,NODE_3_length_448793_cov_13.913778,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA
ERR14783784,NODE_3_length_448793_cov_13.913778,gene:plasmid:134726;gene:plasmid:134726,Citrobacter freundii,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA
ERR14783784,NODE_3_length_448793_cov_13.913778,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA
ERR14783784,NODE_3_length_448793_cov_13.913778,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ACRD,CIA
ERR14783784,NODE_3_length_448793_cov_13.913778,gene:plasmid:134726;gene:plasmid:134726,Superficieibacter sp. BNK-5,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ACRD,CIA
ERR14783784,NODE_454_length_4510_cov_11.997262,gene:plasmid:139562,Pseudomonas sp. LG1D9,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?
ERR14783784,NODE_41_length_66276_cov_21.234425,gene:plasmid:156052;gene:plasmid:91985;gene:plasmid:156082;gene:plasmid:156066;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435;gene:plasmid:155952;gene:plasmid:156088;gene:plasmid:88409;gene:plasmid:91925;gene:plasmid:88447;gene:plasmid:88448;gene:plasmid:88449;gene:plasmid:155994,Escherichia coli,Drugs,betalactams,Class_A_betalactamases,CTX,Authorized for use in humans only 
ERR14783784,NODE_6_length_306706_cov_12.666853,gene:plasmid:156052;gene:proph:169464;gene:proph:169512;gene:plasmid:125744;gene:proph:172517,Klebsiella grimontii,Biocides,Phenolic_compound_resistance,Triclosan-resistant_mutation,FABG,0
ERR14783784,NODE_6_length_306706_cov_12.666853,gene:plasmid:156052;gene:proph:169464;gene:proph:169512;gene:plasmid:125744;gene:proph:172517,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_ABC_efflux_regulator,PHOB,0
ERR14783784,NODE_6_length_306706_cov_12.666853,gene:plasmid:156052;gene:proph:169464;gene:proph:169512;gene:plasmid:125744;gene:proph:172517,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_SMR_efflux_regulator,PHOR,0
ERR14783784,NODE_4_length_324819_cov_13.942666,gene:plasmid:24610,Klebsiella grimontii,Drugs,betalactams,Class_A_betalactamases,OXY,Authorized for use in humans only ?
ERR14783784,NODE_108_length_26254_cov_1.672791,gene:plasmid:81882,Pseudomonas sp. DTU12.1,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CPXAR,CIA 
ERR14783784,NODE_9_length_263326_cov_13.344435,gene:proph:163818;gene:proph:179258;gene:plasmid:124311;gene:proph:179262;gene:proph:179263,Klebsiella grimontii,Drugs,Multi-drug_resistance,MDR_mutant_porin_proteins,OMPK,NA
ERR14783784,NODE_9_length_263326_cov_13.344435,gene:proph:163818;gene:proph:179258;gene:plasmid:124311;gene:proph:179262;gene:proph:179263,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,KDEA,0
ERR14783784,NODE_1_length_551646_cov_12.586284,gene:proph:164876;gene:plasmid:89001;gene:plasmid:21988;gene:plasmid:21989;gene:vir:7358,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MATE_efflux_pumps,MDTK,HPCIA
ERR14783784,NODE_1_length_551646_cov_12.586284,gene:proph:164876;gene:plasmid:89001;gene:plasmid:21988;gene:plasmid:21989;gene:vir:7358,Klebsiella grimontii,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0
ERR14783784,NODE_13_length_224168_cov_14.731509,gene:proph:170892,Klebsiella grimontii,Drugs,betalactams,Penicillin_binding_protein,AMPH,HIA
ERR14783784,NODE_13_length_224168_cov_14.731509,gene:proph:170892,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRA,Authorized for use in humans only ?
ERR14783784,NODE_13_length_224168_cov_14.731509,gene:proph:170892,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,SDEY,0
ERR14783784,NODE_13_length_224168_cov_14.731509,gene:proph:170892,Klebsiella grimontii,Biocides,Multi-biocide_resistance,Multi-biocide_ABC_efflux_pump,SMDA,0
ERR14783785,NODE_6_length_306022_cov_17.514222,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXA,Authorized for use in humans only ?
ERR14783785,NODE_6_length_306022_cov_17.514222,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXB,Authorized for use in humans only ?
ERR14783785,NODE_6_length_306022_cov_17.514222,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,KMRA,0
ERR14783785,NODE_129_length_9751_cov_1.578969,gene:plasmid:123887,Pseudomonas saxonica,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA
ERR14783785,NODE_3_length_448793_cov_19.944228,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,MDTC,Not medically important
ERR14783785,NODE_3_length_448793_cov_19.944228,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA
ERR14783785,NODE_3_length_448793_cov_19.944228,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA
ERR14783785,NODE_3_length_448793_cov_19.944228,gene:plasmid:134726;gene:plasmid:134726,Superficieibacter sp. BNK-5,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA
ERR14783785,NODE_3_length_448793_cov_19.944228,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ACRD,CIA
ERR14783785,NODE_3_length_448793_cov_19.944228,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Drugs,betalactams,Mutant_porin_proteins,OMPK36,Authorized for use in humans only ?
ERR14783785,NODE_390_length_5287_cov_32.965891,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA
ERR14783785,NODE_390_length_5287_cov_32.965891,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only
ERR14783785,NODE_8_length_270784_cov_22.753925,gene:plasmid:151260,Klebsiella grimontii,Drugs,Lipopeptides,Colistin_phosphoethanolamine_transferase,EPTB,NA
ERR14783785,NODE_8_length_270784_cov_22.753925,gene:plasmid:151260,Klebsiella grimontii,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA
ERR14783785,NODE_8_length_270784_cov_22.753925,gene:plasmid:151260,Klebsiella grimontii,Drugs,Lipopeptides,Colistin_phosphoethanolamine_transferase,ARNT,HPCIA
ERR14783785,NODE_8_length_270784_cov_22.753925,gene:plasmid:151260,Klebsiella grimontii,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,RPSL,CIA
ERR14783785,NODE_8_length_270784_cov_22.753925,gene:plasmid:151260,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CRP,Authorized for use in humans only 
ERR14783785,NODE_33_length_66276_cov_31.237071,gene:plasmid:156052;gene:plasmid:91985;gene:plasmid:156082;gene:plasmid:156066;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435;gene:plasmid:155952;gene:plasmid:156088;gene:plasmid:88409;gene:plasmid:91925;gene:plasmid:88447;gene:plasmid:88448;gene:plasmid:88449;gene:plasmid:155994,Klebsiella oxytoca,Drugs,betalactams,Class_A_betalactamases,CTX,Authorized for use in humans only 
