sample,contig,mge(s),species,type_resistance,AMR,infos_amr,short_name,WHO_classif,coverage,count,mean_length,rpkm
ERR14783541,NODE_10_length_240508_cov_4.155719,gene:proph:179440;gene:proph:181296;gene:proph:172518;gene:proph:172519;gene:proph:172520;gene:proph:172521;gene:proph:172522;gene:proph:172523;gene:proph:172524;gene:proph:172517,Escherichia coli,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,YCHH,0,4.155719,1978032,143.38854528137057438908,14.6521
ERR14783541,NODE_108_length_11784_cov_4.183838,gene:proph:181174;gene:proph:163861;gene:proph:176056;gene:proph:163835;gene:proph:176766;gene:proph:159036;gene:proph:182926;gene:proph:182925;gene:proph:182924;gene:proph:181127;gene:proph:181172;gene:proph:181173,Escherichia coli,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_SMR_efflux_pumps,MVRC,0,4.183838,1978032,143.38854528137057438908,14.7512
ERR14783541,NODE_4_length_386247_cov_6.093704,gene:proph:183779;ICEberg|101|Tn5385|GenBank|AF016233|1..1605,Enterococcus faecalis,Drugs,MLS,MLS_resistance_ABC_efflux_pumps,LSA,HIA,6.093704,1978032,143.38854528137057438908,21.4849
ERR14783541,NODE_14_length_191122_cov_5.012424,gene:vir:7156;gene:proph:182647;gene:proph:163981;gene:proph:183597;gene:proph:182641;gene:proph:183583,Escherichia coli,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ACRD,CIA,5.012424,1978032,143.38854528137057438908,17.6726
ERR14783541,NODE_14_length_191122_cov_5.012424,gene:vir:7156;gene:proph:182647;gene:proph:163981;gene:proph:183597;gene:proph:182641;gene:proph:183583,Escherichia coli,Drugs,MLS,Macrolide_phosphotransferases,MPHB,CIA,5.012424,1978032,143.38854528137057438908,17.6726
ERR14783541,NODE_36_length_80530_cov_6.471997,ICEberg|304|ICESga43143-1|GenBank|AP012053|1643376..1661407,Enterococcus faecalis,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_ABC_efflux_pumps,EFRA,HPCIA,6.471997,1978032,143.38854528137057438908,22.8187
ERR14783541,NODE_36_length_80530_cov_6.471997,ICEberg|304|ICESga43143-1|GenBank|AP012053|1643376..1661407,Enterococcus faecalis,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_ABC_efflux_pumps,EFRB,HPCIA,6.471997,1978032,143.38854528137057438908,22.8187
ERR14783541,NODE_36_length_80530_cov_6.471997,ICEberg|304|ICESga43143-1|GenBank|AP012053|1643376..1661407,Enterococcus faecalis,Drugs,Lipopeptides,Daptomycin-resistant_mutant,LIAFSR,Authorized for use in humans only,6.471997,1978032,143.38854528137057438908,22.8187
ERR14783541,NODE_36_length_80530_cov_6.471997,ICEberg|304|ICESga43143-1|GenBank|AP012053|1643376..1661407,Enterococcus faecalis,Drugs,Lipopeptides,Daptomycin-resistant_mutant,LIAFSR,Authorized for use in humans only,6.471997,1978032,143.38854528137057438908,22.8187
ERR14783541,NODE_36_length_80530_cov_6.471997,ICEberg|304|ICESga43143-1|GenBank|AP012053|1643376..1661407,Enterococcus faecalis,Drugs,Lipopeptides,Daptomycin-resistant_mutant,LIAFSR,Authorized for use in humans only,6.471997,1978032,143.38854528137057438908,22.8187
ERR14783541,NODE_36_length_80530_cov_6.471997,ICEberg|304|ICESga43143-1|GenBank|AP012053|1643376..1661407,Enterococcus faecalis,Drugs,Lipopeptides,Daptomycin-resistant_mutant,LIAFSR,Authorized for use in humans only,6.471997,1978032,143.38854528137057438908,22.8187
ERR14783541,NODE_171_length_5774_cov_6.303878,rep7b_3_SAP089A003(SAP089A)_GQ900440;gene:plasmid:97767;gene:plasmid:97768,Staphylococcus aureus,Drugs,Phenicol,Chloramphenicol_acetyltransferases,CATA,HIA,6.303878,1978032,143.38854528137057438908,22.2259
ERR14783549,NODE_864_length_21439_cov_32.792980,gene:plasmid:123887,Acinetobacter sp. TTH0-4,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,32.792980,27273603,148.31414884934711413083,8.10692
ERR14783549,NODE_1204_length_15334_cov_24.868284,gene:plasmid:123887,Pseudomonas helleri,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,24.868284,27273603,148.31414884934711413083,6.14781
ERR14783549,NODE_1115_length_16605_cov_3.942894,gene:plasmid:123887,Pseudomonas helleri,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,3.942894,27273603,148.31414884934711413083,0.974743
ERR14783549,NODE_864_length_21439_cov_32.792980,gene:plasmid:123887,Pseudomonas helleri,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,32.792980,27273603,148.31414884934711413083,8.10692
ERR14783549,NODE_1115_length_16605_cov_3.942894,gene:plasmid:123887,Pseudomonas putida,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,3.942894,27273603,148.31414884934711413083,0.974743
ERR14783549,NODE_2983_length_5342_cov_91.609204,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,91.609204,27273603,148.31414884934711413083,22.6472
ERR14783549,NODE_2983_length_5342_cov_91.609204,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,91.609204,27273603,148.31414884934711413083,22.6472
ERR14783549,NODE_241_length_56395_cov_34.605051,gene:plasmid:138489,Pseudomonas brenneri,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,34.605051,27273603,148.31414884934711413083,8.55489
ERR14783549,NODE_4_length_177224_cov_33.103819,gene:plasmid:145289,Pseudomonas lundensis,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRB,HPCIA,33.103819,27273603,148.31414884934711413083,8.18376
ERR14783549,NODE_4_length_177224_cov_33.103819,gene:plasmid:145289,Pseudomonas lundensis,Biocides,Phenolic_compound_resistance,Phenolic_RND_efflux_pump,TRIC,0,33.103819,27273603,148.31414884934711413083,8.18376
ERR14783549,NODE_33_length_115414_cov_3.336569,gene:plasmid:155093;gene:plasmid:82630,Pseudomonas putida,Biocides,Multi-biocide_resistance,Multi-biocide_resistance_protein,MDEA,Authorized for use in humans only ?,3.336569,27273603,148.31414884934711413083,0.82485
ERR14783549,NODE_274_length_52624_cov_2.476294,gene:plasmid:156516,Pseudomonas putida,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,MUXB,CIA,2.476294,27273603,148.31414884934711413083,0.612177
ERR14783549,NODE_390_length_40567_cov_22.988971,gene:plasmid:20668;gene:plasmid:20669,Pseudomonas lundensis,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA,22.988971,27273603,148.31414884934711413083,5.68322
ERR14783549,NODE_261_length_54257_cov_3.315592,gene:plasmid:21089,Pseudomonas putida,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,MEXW,HPCIA,3.315592,27273603,148.31414884934711413083,0.819664
ERR14783549,NODE_261_length_54257_cov_3.315592,gene:plasmid:21089,Pseudomonas putida,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0,3.315592,27273603,148.31414884934711413083,0.819664
ERR14783549,NODE_358_length_43653_cov_4.015232,gene:plasmid:28516,Pseudomonas fragi,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA,4.015232,27273603,148.31414884934711413083,0.992626
ERR14783549,NODE_358_length_43653_cov_4.015232,gene:plasmid:28516,Pseudomonas putida,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA,4.015232,27273603,148.31414884934711413083,0.992626
ERR14783549,NODE_93_length_83824_cov_3.863424,gene:plasmid:86304,Pseudomonas putida,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0,3.863424,27273603,148.31414884934711413083,0.955097
ERR14783549,NODE_249_length_55119_cov_32.889275,gene:plasmid:89528,Pseudomonas helleri,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA,32.889275,27273603,148.31414884934711413083,8.13072
ERR14783549,NODE_249_length_55119_cov_32.889275,gene:plasmid:89528,Pseudomonas helleri,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA,32.889275,27273603,148.31414884934711413083,8.13072
ERR14783549,NODE_8_length_160912_cov_3.077800,gene:proph:173746;gene:proph:163163,Pseudomonas putida,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA,3.077800,27273603,148.31414884934711413083,0.760878
ERR14783549,NODE_427_length_37478_cov_3.005221,gene:proph:175950;gene:plasmid:28512,Pseudomonas putida,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOP,HPCIA,3.005221,27273603,148.31414884934711413083,0.742936
ERR14783549,NODE_427_length_37478_cov_3.005221,gene:proph:175950;gene:plasmid:28512,Pseudomonas putida,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOQ,HPCIA,3.005221,27273603,148.31414884934711413083,0.742936
ERR14783549,NODE_2_length_244642_cov_26.689896,gene:proph:175953;gene:proph:184195;gene:proph:184194;gene:proph:184236;gene:proph:175955;gene:proph:184449;gene:proph:184436,Pseudomonas helleri,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0,26.689896,27273603,148.31414884934711413083,6.59814
ERR14783549,NODE_2_length_244642_cov_26.689896,gene:proph:175953;gene:proph:184195;gene:proph:184194;gene:proph:184236;gene:proph:175955;gene:proph:184449;gene:proph:184436,Pseudomonas helleri,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0,26.689896,27273603,148.31414884934711413083,6.59814
ERR14783549,NODE_990_length_18637_cov_6.369584,gene:proph:176835;gene:plasmid:123887,Hafnia alvei,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,6.369584,27273603,148.31414884934711413083,1.57466
ERR14783549,NODE_990_length_18637_cov_6.369584,gene:proph:176835;gene:plasmid:123887,Hafnia alvei,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,6.369584,27273603,148.31414884934711413083,1.57466
ERR14783549,NODE_41_length_108879_cov_26.187518,gene:proph:184193,Pseudomonas lundensis,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXK,CIA,26.187518,27273603,148.31414884934711413083,6.47395
ERR14783549,NODE_60_length_95519_cov_24.503292,gene:proph:184236;gene:proph:175955;gene:plasmid:21021;gene:plasmid:154774;gene:proph:175950;gene:proph:175953;gene:proph:175954,Pseudomonas lundensis,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOP,HPCIA,24.503292,27273603,148.31414884934711413083,6.05758
ERR14783549,NODE_60_length_95519_cov_24.503292,gene:proph:184236;gene:proph:175955;gene:plasmid:21021;gene:plasmid:154774;gene:proph:175950;gene:proph:175953;gene:proph:175954,Pseudomonas lundensis,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0,24.503292,27273603,148.31414884934711413083,6.05758
ERR14783550,NODE_74_length_60734_cov_5.504199,gene:plasmid:123887,Lelliottia amnigena,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,5.504199,34776939,145.00824261732753420305,1.09147
ERR14783550,NODE_74_length_60734_cov_5.504199,gene:plasmid:123887,Pseudomonas helleri,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,5.504199,34776939,145.00824261732753420305,1.09147
ERR14783550,NODE_2749_length_5342_cov_154.802493,gene:plasmid:139560,Janthinobacterium tructae,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,154.802493,34776939,145.00824261732753420305,30.6969
ERR14783550,NODE_2749_length_5342_cov_154.802493,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,154.802493,34776939,145.00824261732753420305,30.6969
ERR14783550,NODE_1098_length_11675_cov_3.867596,gene:plasmid:139560;gene:plasmid:131185,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,3.867596,34776939,145.00824261732753420305,0.766932
ERR14783550,NODE_1098_length_11675_cov_3.867596,gene:plasmid:139560;gene:plasmid:131185,Acetobacter pasteurianus,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,3.867596,34776939,145.00824261732753420305,0.766932
ERR14783550,NODE_24_length_90119_cov_3.955185,gene:proph:169464,Pseudomonas fragi,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA,3.955185,34776939,145.00824261732753420305,0.784301
ERR14783550,NODE_3_length_144597_cov_4.170243,gene:proph:184236;gene:proph:175955;gene:proph:175950;gene:proph:175953;gene:proph:175954;gene:proph:184195;gene:proph:184194,Pseudomonas bubulae,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0,4.170243,34776939,145.00824261732753420305,0.826946
ERR14783550,NODE_3_length_144597_cov_4.170243,gene:proph:184236;gene:proph:175955;gene:proph:175950;gene:proph:175953;gene:proph:175954;gene:proph:184195;gene:proph:184194,Pseudomonas bubulae,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0,4.170243,34776939,145.00824261732753420305,0.826946
ERR14783550,NODE_3_length_144597_cov_4.170243,gene:proph:184236;gene:proph:175955;gene:proph:175950;gene:proph:175953;gene:proph:175954;gene:proph:184195;gene:proph:184194,Pseudomonas bubulae,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0,4.170243,34776939,145.00824261732753420305,0.826946
ERR14783551,NODE_6_length_167030_cov_3.623560,gene:plasmid:112536,Pseudomonas juntendi,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXE,HPCIA,3.623560,2634677,141.88564063071108906328,9.69325
ERR14783551,NODE_6_length_167030_cov_3.623560,gene:plasmid:112536,Pseudomonas juntendi,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXF,HPCIA,3.623560,2634677,141.88564063071108906328,9.69325
ERR14783551,NODE_177_length_17152_cov_5.752012,gene:plasmid:123887,Pseudomonas helleri,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,5.752012,2634677,141.88564063071108906328,15.387
ERR14783551,NODE_177_length_17152_cov_5.752012,gene:plasmid:123887,Pseudomonas putida,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,5.752012,2634677,141.88564063071108906328,15.387
ERR14783551,NODE_10_length_118956_cov_3.864621,gene:plasmid:134485,Pseudomonas lundensis,Drugs,Cationic_antimicrobial_peptides,Polymyxin_B_resistance_regulator,ARNA,HPCIA,3.864621,2634677,141.88564063071108906328,10.3381
ERR14783551,NODE_738_length_4835_cov_8.945200,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,8.945200,2634677,141.88564063071108906328,23.929
ERR14783551,NODE_738_length_4835_cov_8.945200,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,8.945200,2634677,141.88564063071108906328,23.929
ERR14783551,NODE_4_length_210640_cov_5.543677,gene:plasmid:155093;gene:plasmid:125744,Pseudomonas lundensis,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important,5.543677,2634677,141.88564063071108906328,14.8297
ERR14783551,NODE_4_length_210640_cov_5.543677,gene:plasmid:155093;gene:plasmid:125744,Pseudomonas lundensis,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA,5.543677,2634677,141.88564063071108906328,14.8297
ERR14783551,NODE_4_length_210640_cov_5.543677,gene:plasmid:155093;gene:plasmid:125744,Pseudomonas lundensis,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0,5.543677,2634677,141.88564063071108906328,14.8297
ERR14783551,NODE_37_length_62268_cov_4.579875,gene:plasmid:21021,Pseudomonas sp. SD17-1,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,TTGA,NA,4.579875,2634677,141.88564063071108906328,12.2515
ERR14783551,NODE_37_length_62268_cov_4.579875,gene:plasmid:21021,Pseudomonas lundensis,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOP,HPCIA,4.579875,2634677,141.88564063071108906328,12.2515
ERR14783551,NODE_8_length_139071_cov_3.906149,gene:plasmid:27818,Enterobacter hormaechei,Drugs,betalactams,Penicillin_binding_protein,PBP2,HPCIA,3.906149,2634677,141.88564063071108906328,10.4492
ERR14783551,NODE_8_length_139071_cov_3.906149,gene:plasmid:27818,Pseudomonas lundensis,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,MUXB,CIA,3.906149,2634677,141.88564063071108906328,10.4492
ERR14783551,NODE_18_length_87882_cov_4.673705,gene:proph:175950;gene:proph:175953;gene:proph:175954;gene:proph:184195;gene:proph:184194;gene:plasmid:112456;gene:proph:184236;gene:proph:175955,Pseudomonas lundensis,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB,0,4.673705,2634677,141.88564063071108906328,12.5025
ERR14783551,NODE_18_length_87882_cov_4.673705,gene:proph:175950;gene:proph:175953;gene:proph:175954;gene:proph:184195;gene:proph:184194;gene:plasmid:112456;gene:proph:184236;gene:proph:175955,Pseudomonas lundensis,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC,0,4.673705,2634677,141.88564063071108906328,12.5025
ERR14783553,NODE_636_length_5342_cov_39.272675,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,39.272675,25009552,142.97226827573720632820,10.9833
ERR14783553,NODE_636_length_5342_cov_39.272675,gene:plasmid:131373,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,39.272675,25009552,142.97226827573720632820,10.9833
ERR14783553,NODE_616_length_5592_cov_32.511985,gene:plasmid:139560;gene:plasmid:131376,Acetobacter orientalis,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,32.511985,25009552,142.97226827573720632820,9.09255
ERR14783553,NODE_616_length_5592_cov_32.511985,gene:plasmid:139560;gene:plasmid:131376,other,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,32.511985,25009552,142.97226827573720632820,9.09255
ERR14783783,NODE_6_length_306022_cov_12.560251,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXA,Authorized for use in humans only ?,12.560251,3839819,136.67904138189846969349,23.9324
ERR14783783,NODE_6_length_306022_cov_12.560251,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXB,Authorized for use in humans only ?,12.560251,3839819,136.67904138189846969349,23.9324
ERR14783783,NODE_6_length_306022_cov_12.560251,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,KMRA,0,12.560251,3839819,136.67904138189846969349,23.9324
ERR14783783,NODE_153_length_15663_cov_2.411367,gene:plasmid:123887,Pseudomonas helleri,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,2.411367,3839819,136.67904138189846969349,4.59463
ERR14783783,NODE_36_length_75503_cov_2.613975,gene:plasmid:129691;gene:plasmid:86304,Pseudomonas putida,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB,0,2.613975,3839819,136.67904138189846969349,4.98068
ERR14783783,NODE_2_length_448793_cov_15.016462,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,MDTB,Not medically important,15.016462,3839819,136.67904138189846969349,28.6124
ERR14783783,NODE_2_length_448793_cov_15.016462,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA,15.016462,3839819,136.67904138189846969349,28.6124
ERR14783783,NODE_2_length_448793_cov_15.016462,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA,15.016462,3839819,136.67904138189846969349,28.6124
ERR14783783,NODE_2_length_448793_cov_15.016462,gene:plasmid:134726;gene:plasmid:134726,Pantoea agglomerans,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA,15.016462,3839819,136.67904138189846969349,28.6124
ERR14783783,NODE_2_length_448793_cov_15.016462,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ACRD,CIA,15.016462,3839819,136.67904138189846969349,28.6124
ERR14783783,NODE_2_length_448793_cov_15.016462,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Drugs,betalactams,Mutant_porin_proteins,OMPK36,Authorized for use in humans only ?,15.016462,3839819,136.67904138189846969349,28.6124
ERR14783783,NODE_463_length_5405_cov_13.180371,gene:plasmid:139560,Acetobacter orientalis,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,13.180371,3839819,136.67904138189846969349,25.1139
ERR14783783,NODE_463_length_5405_cov_13.180371,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,13.180371,3839819,136.67904138189846969349,25.1139
ERR14783783,NODE_8_length_270784_cov_18.704486,gene:plasmid:151260,Klebsiella grimontii,Drugs,Lipopeptides,Colistin_phosphoethanolamine_transferase,EPTB,NA,18.704486,3839819,136.67904138189846969349,35.6396
ERR14783783,NODE_8_length_270784_cov_18.704486,gene:plasmid:151260,Klebsiella grimontii,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,18.704486,3839819,136.67904138189846969349,35.6396
ERR14783783,NODE_8_length_270784_cov_18.704486,gene:plasmid:151260,Klebsiella grimontii,Drugs,Lipopeptides,Colistin_phosphoethanolamine_transferase,ARNT,HPCIA,18.704486,3839819,136.67904138189846969349,35.6396
ERR14783783,NODE_8_length_270784_cov_18.704486,gene:plasmid:151260,Klebsiella grimontii,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,RPSL,CIA,18.704486,3839819,136.67904138189846969349,35.6396
ERR14783783,NODE_8_length_270784_cov_18.704486,gene:plasmid:151260,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CRP,Authorized for use in humans only ,18.704486,3839819,136.67904138189846969349,35.6396
ERR14783783,NODE_5_length_306706_cov_13.613506,gene:plasmid:156052;gene:proph:169464;gene:proph:169512;gene:plasmid:125744;gene:proph:172517,Klebsiella grimontii,Biocides,Phenolic_compound_resistance,Triclosan-resistant_mutation,FABG,0,13.613506,3839819,136.67904138189846969349,25.9392
ERR14783783,NODE_5_length_306706_cov_13.613506,gene:plasmid:156052;gene:proph:169464;gene:proph:169512;gene:plasmid:125744;gene:proph:172517,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_ABC_efflux_regulator,PHOB,0,13.613506,3839819,136.67904138189846969349,25.9392
ERR14783783,NODE_5_length_306706_cov_13.613506,gene:plasmid:156052;gene:proph:169464;gene:proph:169512;gene:plasmid:125744;gene:proph:172517,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_SMR_efflux_regulator,PHOR,0,13.613506,3839819,136.67904138189846969349,25.9392
ERR14783783,NODE_47_length_49414_cov_2.137967,gene:plasmid:21089,Pseudomonas putida,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0,2.137967,3839819,136.67904138189846969349,4.07369
ERR14783783,NODE_4_length_324819_cov_15.045058,gene:plasmid:24610,Klebsiella grimontii,Drugs,betalactams,Class_A_betalactamases,OXY,Authorized for use in humans only ?,15.045058,3839819,136.67904138189846969349,28.6669
ERR14783783,NODE_134_length_18700_cov_1.777365,gene:plasmid:28512;gene:proph:175950,Pseudomonas putida,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOP,HPCIA,1.777365,3839819,136.67904138189846969349,3.3866
ERR14783783,NODE_134_length_18700_cov_1.777365,gene:plasmid:28512;gene:proph:175950,Pseudomonas putida,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOQ,HPCIA,1.777365,3839819,136.67904138189846969349,3.3866
ERR14783783,NODE_129_length_19817_cov_2.464093,gene:plasmid:28516,Pseudomonas fragi,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE,Not medically important,2.464093,3839819,136.67904138189846969349,4.6951
ERR14783783,NODE_129_length_19817_cov_2.464093,gene:plasmid:28516,Pseudomonas putida,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH,NA,2.464093,3839819,136.67904138189846969349,4.6951
ERR14783783,NODE_129_length_19817_cov_2.464093,gene:plasmid:28516,Pseudomonas putida,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC,HPCIA,2.464093,3839819,136.67904138189846969349,4.6951
ERR14783783,NODE_68_length_32565_cov_2.092237,gene:plasmid:82630,Pseudomonas putida,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,MEXW,HPCIA,2.092237,3839819,136.67904138189846969349,3.98656
ERR14783783,NODE_50_length_42283_cov_20.187470,gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435;gene:plasmid:155952;gene:plasmid:156088;gene:plasmid:117725;gene:plasmid:88445;gene:plasmid:88447;gene:plasmid:88448;gene:plasmid:88449;gene:plasmid:155994;gene:plasmid:88409,Citrobacter freundii,Drugs,betalactams,Class_A_betalactamases,CTX,Authorized for use in humans only ,20.187470,3839819,136.67904138189846969349,38.4653
ERR14783783,NODE_9_length_263326_cov_14.320438,gene:proph:163818;gene:proph:179258;gene:plasmid:124311;gene:proph:179262;gene:proph:179263,Klebsiella grimontii,Drugs,Multi-drug_resistance,MDR_mutant_porin_proteins,OMPK,NA,14.320438,3839819,136.67904138189846969349,27.2862
