sample,contig,mge(s),species,type_resistance,AMR,infos_amr,short_name
ERR14783538,NODE_52_length_150306_cov_14.597360,gene:plasmid:125744;gene:plasmid:21379,Pseudomonas shahriarae,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC
ERR11865364,NODE_5_length_188282_cov_8.230055,gene:plasmid:123887,Pseudomonas sp.TH21,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR11865364,NODE_5_length_188282_cov_8.230055,gene:plasmid:123887,Pseudomonas sp.TH21,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR11865367,NODE_164_length_10172_cov_0.893280,gene:plasmid:123887,Pseudomonas sp.TH21,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783402,NODE_6_length_520408_cov_34.623042,gene:plasmid:154897;gene:plasmid:20879,Pseudomonas sp. AC109,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,NCZA
ERR14783402,NODE_8_length_353634_cov_31.221820,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:20884,Pseudomonas sp. AC109,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHA
ERR14783402,NODE_8_length_353634_cov_31.221820,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:20884,Pseudomonas sp. AC109,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB
ERR14783402,NODE_8_length_353634_cov_31.221820,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:20884,Pseudomonas sp. AC109,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC
ERR14783402,NODE_8_length_353634_cov_31.221820,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:20884,Pseudomonas sp. AC109,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA
ERR14783402,NODE_10_length_325836_cov_39.087498,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. AC109,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB
ERR14783402,NODE_10_length_325836_cov_39.087498,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. AC109,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,CUEA
ERR14783402,NODE_10_length_325836_cov_39.087498,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. AC109,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE
ERR14783402,NODE_10_length_325836_cov_39.087498,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. AC109,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC
ERR14783402,NODE_10_length_325836_cov_39.087498,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. AC109,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH
ERR14783539,NODE_3_length_1123674_cov_71.514076,gene:plasmid:146598;gene:plasmid:20860;gene:proph:175950;gene:proph:184195;gene:proph:184194;gene:proph:184196;gene:proph:184202;gene:proph:184206;gene:proph:163072;gene:proph:184236;gene:proph:175955;gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:20884;gene:proph:179959;gene:plasmid:154897,Pseudomonas sp. AC109,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,CZRA
ERR14783539,NODE_3_length_1123674_cov_71.514076,gene:plasmid:146598;gene:plasmid:20860;gene:proph:175950;gene:proph:184195;gene:proph:184194;gene:proph:184196;gene:proph:184202;gene:proph:184206;gene:proph:163072;gene:proph:184236;gene:proph:175955;gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:20884;gene:proph:179959;gene:plasmid:154897,Pseudomonas sp. AC109,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHA
ERR14783539,NODE_3_length_1123674_cov_71.514076,gene:plasmid:146598;gene:plasmid:20860;gene:proph:175950;gene:proph:184195;gene:proph:184194;gene:proph:184196;gene:proph:184202;gene:proph:184206;gene:proph:163072;gene:proph:184236;gene:proph:175955;gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:20884;gene:proph:179959;gene:plasmid:154897,Pseudomonas sp. AC109,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,TTGB
ERR14783539,NODE_3_length_1123674_cov_71.514076,gene:plasmid:146598;gene:plasmid:20860;gene:proph:175950;gene:proph:184195;gene:proph:184194;gene:proph:184196;gene:proph:184202;gene:proph:184206;gene:proph:163072;gene:proph:184236;gene:proph:175955;gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:20884;gene:proph:179959;gene:plasmid:154897,Pseudomonas sp. AC109,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC
ERR14783539,NODE_3_length_1123674_cov_71.514076,gene:plasmid:146598;gene:plasmid:20860;gene:proph:175950;gene:proph:184195;gene:proph:184194;gene:proph:184196;gene:proph:184202;gene:proph:184206;gene:proph:163072;gene:proph:184236;gene:proph:175955;gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:20884;gene:proph:179959;gene:plasmid:154897,Pseudomonas sp. AC109,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXK
ERR14783539,NODE_3_length_1123674_cov_71.514076,gene:plasmid:146598;gene:plasmid:20860;gene:proph:175950;gene:proph:184195;gene:proph:184194;gene:proph:184196;gene:proph:184202;gene:proph:184206;gene:proph:163072;gene:proph:184236;gene:proph:175955;gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:20884;gene:proph:179959;gene:plasmid:154897,Pseudomonas sp. AC109,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA
ERR14783539,NODE_6_length_573127_cov_72.809558,gene:plasmid:21664;gene:plasmid:20556;gene:plasmid:20554,Pseudomonas sp. AC109,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB
ERR14783538,NODE_39_length_172945_cov_12.105637,gene:plasmid:23148;gene:plasmid:87776,Pseudomonas sp. AC193,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOP
ERR14783786,NODE_27_length_96182_cov_4.865608,gene:plasmid:154939,Pseudomonas sp. AE27,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXI
ERR14783786,NODE_55_length_64086_cov_4.734596,gene:proph:173726,Pseudomonas sp. AE27,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,MUXB
ERR14783787,NODE_24_length_232749_cov_12.074529,gene:plasmid:82005;gene:proph:178437;gene:proph:178296;gene:proph:163106;gene:proph:178286;gene:proph:178285;gene:plasmid:85748;gene:proph:180010;gene:plasmid:145296;gene:proph:180361;gene:plasmid:139709;gene:plasmid:22138;gene:plasmid:149763;gene:plasmid:21828,Pseudomonas sp. AE27,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXE
ERR14783787,NODE_24_length_232749_cov_12.074529,gene:plasmid:82005;gene:proph:178437;gene:proph:178296;gene:proph:163106;gene:proph:178286;gene:proph:178285;gene:plasmid:85748;gene:proph:180010;gene:plasmid:145296;gene:proph:180361;gene:plasmid:139709;gene:plasmid:22138;gene:plasmid:149763;gene:plasmid:21828,Pseudomonas sp. AE27,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXF
ERR14783787,NODE_30_length_174133_cov_17.301903,gene:plasmid:20845,Pseudomonas sp. B21-036,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE
ERR14783787,NODE_30_length_174133_cov_17.301903,gene:plasmid:20845,Pseudomonas sp. B21-036,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC
ERR14783787,NODE_89_length_72982_cov_18.429634,gene:plasmid:123887;gene:plasmid:116472,Pseudomonas sp. B21-036,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783787,NODE_89_length_72982_cov_18.429634,gene:plasmid:123887;gene:plasmid:116472,Pseudomonas sp. B21-036,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783787,NODE_89_length_72982_cov_18.429634,gene:plasmid:123887;gene:plasmid:116472,Pseudomonas sp. B21-036,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783787,NODE_126_length_58082_cov_15.560314,gene:plasmid:21021;gene:plasmid:28490;gene:plasmid:21089,Pseudomonas sp. B21-036,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,TTGA
ERR14783787,NODE_126_length_58082_cov_15.560314,gene:plasmid:21021;gene:plasmid:28490;gene:plasmid:21089,Pseudomonas sp. B21-036,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,TTGB
ERR14783787,NODE_126_length_58082_cov_15.560314,gene:plasmid:21021;gene:plasmid:28490;gene:plasmid:21089,Pseudomonas sp. B21-036,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,TTGC
ERR14783786,NODE_164_length_29211_cov_3.403246,gene:plasmid:129691,Pseudomonas sp. BA28,Metals,Cadmium_resistance,Cadmium_resistance_regulator,CADR
ERR14783402,NODE_117_length_61514_cov_3.025038,gene:plasmid:20879,Pseudomonas sp. DR208,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,CZRA
ERR14783784,NODE_36_length_74198_cov_2.089603,gene:plasmid:123887;gene:plasmid:138489,Pseudomonas sp. DTU12.1,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783784,NODE_36_length_74198_cov_2.089603,gene:plasmid:123887;gene:plasmid:138489,Pseudomonas sp. DTU12.1,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783784,NODE_108_length_26254_cov_1.672791,gene:plasmid:81882,Pseudomonas sp. DTU12.1,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CPXAR
ERR14783538,NODE_60_length_136224_cov_17.704431,gene:plasmid:145291,Pseudomonas sp. FP2294,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRB
ERR14783538,NODE_88_length_100431_cov_12.810197,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:21089,Pseudomonas sp. FP2294,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHA
ERR14783538,NODE_88_length_100431_cov_12.810197,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:21089,Pseudomonas sp. FP2294,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,TTGB
ERR14783538,NODE_88_length_100431_cov_12.810197,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:21089,Pseudomonas sp. FP2294,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC
ERR14783402,NODE_385_length_21920_cov_2.558436,gene:plasmid:124393,Pseudomonas sp. FP2335,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB
ERR14783485,NODE_1_length_631542_cov_19.619119,gene:plasmid:145256;gene:plasmid:145258,Pseudomonas sp. FP453,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,RECGM
ERR14783485,NODE_2_length_382095_cov_18.330454,gene:plasmid:22061;gene:plasmid:124575;gene:plasmid:125744;gene:plasmid:20845,Pseudomonas sp. FP453,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB
ERR14783485,NODE_2_length_382095_cov_18.330454,gene:plasmid:22061;gene:plasmid:124575;gene:plasmid:125744;gene:plasmid:20845,Pseudomonas sp. FP453,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH
ERR14783485,NODE_2_length_382095_cov_18.330454,gene:plasmid:22061;gene:plasmid:124575;gene:plasmid:125744;gene:plasmid:20845,Pseudomonas sp. FP453,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE
ERR14783485,NODE_2_length_382095_cov_18.330454,gene:plasmid:22061;gene:plasmid:124575;gene:plasmid:125744;gene:plasmid:20845,Pseudomonas sp. FP453,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC
ERR14783485,NODE_3_length_317474_cov_14.185894,gene:plasmid:26360,Pseudomonas sp. FP453,Metals,Copper_resistance,Copper_resistance_protein,COPA
ERR14783485,NODE_3_length_317474_cov_14.185894,gene:plasmid:26360,Pseudomonas sp. FP453,Biocides,Multi-biocide_resistance,Multi-biocide_ABC_efflux_pump,SMRA
ERR14783485,NODE_7_length_260882_cov_15.830120,gene:plasmid:154774;gene:plasmid:21021;gene:plasmid:149679;gene:plasmid:21214;gene:plasmid:124393,Pseudomonas sp. FP453,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB
ERR14783485,NODE_7_length_260882_cov_15.830120,gene:plasmid:154774;gene:plasmid:21021;gene:plasmid:149679;gene:plasmid:21214;gene:plasmid:124393,Pseudomonas sp. FP453,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CPXAR
ERR14783485,NODE_10_length_219673_cov_15.192283,gene:proph:184434;gene:proph:184426;gene:proph:184450;gene:proph:184437;gene:plasmid:21135;gene:plasmid:21134;gene:plasmid:21133,Pseudomonas sp. FP453,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOP
ERR14783485,NODE_21_length_157575_cov_15.008797,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:154823,Pseudomonas sp. FP453,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHA
ERR14783485,NODE_21_length_157575_cov_15.008797,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:154823,Pseudomonas sp. FP453,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB
ERR14783485,NODE_21_length_157575_cov_15.008797,gene:plasmid:115548;gene:proph:184192;gene:proph:184193;gene:plasmid:154823,Pseudomonas sp. FP453,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC
ERR14783485,NODE_35_length_121030_cov_11.034383,gene:plasmid:21260,Pseudomonas sp. FP453,Drugs,Cationic_antimicrobial_peptides,Polymyxin_B_resistance_regulator,ARNA
ERR14783485,NODE_61_length_85638_cov_19.077744,gene:plasmid:138489,Pseudomonas sp. FP453,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783485,NODE_61_length_85638_cov_19.077744,gene:plasmid:138489,Pseudomonas sp. FP453,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783485,NODE_92_length_62507_cov_10.800930,gene:plasmid:22211;gene:plasmid:138445,Pseudomonas sp. FP453,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,MUXB
ERR14783485,NODE_104_length_53640_cov_11.721638,gene:plasmid:93482;gene:plasmid:93475,Pseudomonas sp. FP453,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,FPVA
ERR14783485,NODE_144_length_40357_cov_12.735869,gene:plasmid:21956;gene:plasmid:21946,Pseudomonas sp. FP453,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC
ERR14783538,NODE_175_length_60561_cov_10.619403,gene:proph:173726,Pseudomonas sp. FP818,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXE
ERR14783538,NODE_175_length_60561_cov_10.619403,gene:proph:173726,Pseudomonas sp. FP818,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXF
ERR14783485,NODE_33_length_134599_cov_16.625483,gene:plasmid:129691;gene:plasmid:112536,Pseudomonas sp. HN11,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXN
ERR14783402,NODE_2_length_584861_cov_35.829201,gene:plasmid:21664;gene:plasmid:154774;gene:plasmid:120282;gene:plasmid:154739;gene:plasmid:20556,Pseudomonas sp. J380,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB
ERR14783402,NODE_4_length_537025_cov_32.266591,gene:proph:168323;gene:plasmid:21134;gene:plasmid:21133;gene:plasmid:20567,Pseudomonas sp. J380,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOP
ERR14783402,NODE_4_length_537025_cov_32.266591,gene:proph:168323;gene:plasmid:21134;gene:plasmid:21133;gene:plasmid:20567,Pseudomonas sp. J380,Metals,Copper_resistance,Copper_resistance_protein,COPA
ERR14783402,NODE_11_length_323270_cov_43.877893,gene:plasmid:145291,Pseudomonas sp. J380,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,RECGM
ERR14783402,NODE_11_length_323270_cov_43.877893,gene:plasmid:145291,Pseudomonas sp. J380,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRB
ERR14783402,NODE_14_length_277839_cov_30.466634,gene:proph:184196;gene:proph:184202;gene:proph:184206;gene:proph:184207;gene:proph:163072;gene:proph:184236;gene:proph:175955;gene:plasmid:145219;gene:proph:175950;gene:proph:175956;gene:proph:184195;gene:proph:184194,Pseudomonas sp. J380,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXK
ERR14783402,NODE_19_length_232061_cov_38.495542,gene:plasmid:22410,Pseudomonas sp. J380,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783402,NODE_19_length_232061_cov_38.495542,gene:plasmid:22410,Pseudomonas sp. J380,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783539,NODE_4_length_884176_cov_61.425012,gene:plasmid:119533;gene:plasmid:115087;gene:plasmid:115087;gene:proph:173726;gene:plasmid:21288;gene:plasmid:20668;gene:plasmid:20669;gene:plasmid:22648,Pseudomonas sp. J380,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXE
ERR14783539,NODE_4_length_884176_cov_61.425012,gene:plasmid:119533;gene:plasmid:115087;gene:plasmid:115087;gene:proph:173726;gene:plasmid:21288;gene:plasmid:20668;gene:plasmid:20669;gene:plasmid:22648,Pseudomonas sp. J380,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXF
ERR14783539,NODE_4_length_884176_cov_61.425012,gene:plasmid:119533;gene:plasmid:115087;gene:plasmid:115087;gene:proph:173726;gene:plasmid:21288;gene:plasmid:20668;gene:plasmid:20669;gene:plasmid:22648,Pseudomonas sp. J380,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXQ
ERR14783539,NODE_5_length_765238_cov_84.044923,gene:plasmid:145291;gene:plasmid:157593;gene:plasmid:87900,Pseudomonas sp. J380,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,RECGM
ERR14783539,NODE_7_length_531660_cov_63.639812,gene:proph:173723;gene:proph:179974,Pseudomonas sp. J380,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC
ERR14783539,NODE_11_length_343395_cov_78.748742,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. J380,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,CUEA
ERR14783539,NODE_11_length_343395_cov_78.748742,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. J380,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB
ERR14783539,NODE_11_length_343395_cov_78.748742,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. J380,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE
ERR14783539,NODE_11_length_343395_cov_78.748742,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. J380,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC
ERR14783539,NODE_11_length_343395_cov_78.748742,gene:plasmid:89528;gene:plasmid:20845;gene:plasmid:125744,Pseudomonas sp. J380,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH
ERR14783539,NODE_14_length_244504_cov_83.579424,gene:plasmid:22062,Pseudomonas sp. J380,Biocides,Phenolic_compound_resistance,Phenolic_RND_efflux_pump,TRIC
ERR14783539,NODE_17_length_215799_cov_77.021996,gene:plasmid:123887;gene:plasmid:22410,Pseudomonas sp. J380,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783539,NODE_17_length_215799_cov_77.021996,gene:plasmid:123887;gene:plasmid:22410,Pseudomonas sp. J380,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783539,NODE_20_length_177992_cov_67.969258,gene:plasmid:21134,Pseudomonas sp. J380,Drugs,Lipopeptides,Colistin-resistant_mutant,PHOP
ERR14783538,NODE_2_length_463795_cov_18.032933,gene:plasmid:156516;gene:plasmid:129652;gene:plasmid:129705;gene:plasmid:20416;gene:plasmid:129717;gene:plasmid:129711;gene:plasmid:129714;gene:plasmid:25768,Pseudomonas sp. JS425,Metals,Mercury_resistance,Mercury_resistance_protein,MERT
ERR14783538,NODE_2_length_463795_cov_18.032933,gene:plasmid:156516;gene:plasmid:129652;gene:plasmid:129705;gene:plasmid:20416;gene:plasmid:129717;gene:plasmid:129711;gene:plasmid:129714;gene:plasmid:25768,Pseudomonas sp. JS425,Metals,Mercury_resistance,Mercury_resistance_protein,MERP
ERR14783538,NODE_2_length_463795_cov_18.032933,gene:plasmid:156516;gene:plasmid:129652;gene:plasmid:129705;gene:plasmid:20416;gene:plasmid:129717;gene:plasmid:129711;gene:plasmid:129714;gene:plasmid:25768,Pseudomonas sp. JS425,Metals,Mercury_resistance,Mercury_resistance_protein,MERA
ERR14783538,NODE_2_length_463795_cov_18.032933,gene:plasmid:156516;gene:plasmid:129652;gene:plasmid:129705;gene:plasmid:20416;gene:plasmid:129717;gene:plasmid:129711;gene:plasmid:129714;gene:plasmid:25768,Pseudomonas sp. JS425,Metals,Mercury_resistance,Mercury_resistance_protein,MERG
ERR14783538,NODE_2_length_463795_cov_18.032933,gene:plasmid:156516;gene:plasmid:129652;gene:plasmid:129705;gene:plasmid:20416;gene:plasmid:129717;gene:plasmid:129711;gene:plasmid:129714;gene:plasmid:25768,Pseudomonas sp. JS425,Metals,Mercury_resistance,Mercury_resistance_protein,MERB
ERR14783538,NODE_2_length_463795_cov_18.032933,gene:plasmid:156516;gene:plasmid:129652;gene:plasmid:129705;gene:plasmid:20416;gene:plasmid:129717;gene:plasmid:129711;gene:plasmid:129714;gene:plasmid:25768,Pseudomonas sp. JS425,Metals,Mercury_resistance,Mercury_resistance_protein,MERT
ERR14783538,NODE_2_length_463795_cov_18.032933,gene:plasmid:156516;gene:plasmid:129652;gene:plasmid:129705;gene:plasmid:20416;gene:plasmid:129717;gene:plasmid:129711;gene:plasmid:129714;gene:plasmid:25768,Pseudomonas sp. JS425,Metals,Mercury_resistance,Mercury_resistance_regulator,MERR
ERR14783784,NODE_454_length_4510_cov_11.997262,gene:plasmid:139562,Pseudomonas sp. LG1D9,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S
ERR14783402,NODE_25_length_170652_cov_3.060513,gene:plasmid:21758;gene:plasmid:21763,Pseudomonas sp. LPD2,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXD1
ERR14783446,NODE_10_length_136195_cov_5.280147,gene:plasmid:130030,Pseudomonas sp. Lz4W,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB
ERR14783446,NODE_11_length_135308_cov_3.589543,gene:plasmid:121597;gene:plasmid:146728,Pseudomonas sp. ML2-2023-3,Drugs,Cationic_antimicrobial_peptides,Polymyxin_B_resistance_regulator,ARNA
ERR14783485,NODE_138_length_42747_cov_18.765861,gene:plasmid:22062,Pseudomonas sp. MUP55,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,FPVA
ERR14783402,NODE_1_length_629312_cov_29.189649,gene:plasmid:116634,Pseudomonas sp. MYb193,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC
ERR14783539,NODE_395_length_5546_cov_402.170327,gene:plasmid:139562,Pseudomonas sp. MYb193,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S
ERR14783538,NODE_42_length_163160_cov_16.564671,gene:plasmid:112456;gene:plasmid:20844;gene:plasmid:129643;gene:plasmid:20494;gene:plasmid:15404;gene:plasmid:112473,Pseudomonas sp. p1(2021b),Metals,Mercury_resistance,Mercury_resistance_protein,MERA
ERR14783500,NODE_8_length_163241_cov_10.931232,gene:plasmid:123887,Pseudomonas sp. S2_B10,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783500,NODE_8_length_163241_cov_10.931232,gene:plasmid:123887,Pseudomonas sp. S2_B10,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783500,NODE_8_length_163241_cov_10.931232,gene:plasmid:123887,Pseudomonas sp. S2_B10,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783500,NODE_3_length_207946_cov_11.115591,gene:plasmid:27818;gene:plasmid:22062,Pseudomonas sp. S3_B08,Multi-compound,Biocide_and_metal_resistance,Biocide_and_metal_resistance_protein,RUVB
ERR14783500,NODE_9_length_160932_cov_8.907571,gene:plasmid:21326,Pseudomonas sp. S3_B08,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXF
ERR14783500,NODE_20_length_121431_cov_10.515028,gene:proph:163142,Pseudomonas sp. S3_B08,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXK
ERR14783786,NODE_74_length_53780_cov_6.893855,gene:plasmid:21021,Pseudomonas sp. SD17-1,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,TTGA
ERR14783786,NODE_74_length_53780_cov_6.893855,gene:plasmid:21021,Pseudomonas sp. SD17-1,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,TTGB
ERR14783787,NODE_42_length_135743_cov_16.617169,gene:plasmid:91662,Pseudomonas sp. SD17-1,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB
ERR14783787,NODE_42_length_135743_cov_16.617169,gene:plasmid:91662,Pseudomonas sp. SD17-1,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,MEXW
ERR14783787,NODE_42_length_135743_cov_16.617169,gene:plasmid:91662,Pseudomonas sp. SD17-1,Biocides,Multi-biocide_resistance,Multi-biocide_resistance_protein,MDEA
ERR14783402,NODE_5_length_532379_cov_25.921094,gene:proph:173726;gene:plasmid:21288;gene:plasmid:137174;gene:plasmid:137265,Pseudomonas sp. TMW 2.1634,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXQ
